app_id,size_bytes,price(in USD),rating_count_tot,user_rating,cont_rating,prime_genre
1851,108208128,4.99,0,0,1,Games
1852,502828032,0,116620,4.5,1,Games
1853,103088128,0.99,567,4.5,3,Games
1854,2039808,1.99,230,4,1,Photo & Video
1855,117678080,0,4057,4.5,1,Education
1856,13448192,0,6,4,1,Lifestyle
1857,52002816,5.99,1478,4,1,Photo & Video
1858,112607232,0,13142,4,1,Games
1859,149581824,3.99,15398,4,2,Games
1860,112668672,0,75034,4,1,Games
1861,102477824,0,16,4.5,4,Education
1862,44564480,0,8,4,1,Health & Fitness
1863,40026112,0,0,0,1,Lifestyle
1864,243441664,0,2500,4,1,Games
1865,97549312,0.99,864,4.5,1,Entertainment
1866,76257280,0,10511,4,1,Photo & Video
1867,128229376,0,7503,5,1,Photo & Video
1868,70040576,4.99,0,0,1,Education
1869,55344128,3.99,19784,4,2,Games
1870,81372160,0,8311,4.5,1,Entertainment
1871,154353664,2.99,527,4.5,1,Education
1872,90467328,0.99,9567,4.5,3,Games
1873,187049984,0,2758,4,2,Games
1874,58659840,2.99,41,3.5,1,Business
1875,107245568,0,67861,4.5,2,Games
1876,130893824,1.99,2846,4,2,Games
1877,2405958656,0,34694,4,3,Games
1878,83931136,1.99,266440,5,1,Games
1879,438601728,4.99,105,4.5,3,Games
1880,5907456,2.99,14,3,1,Productivity
1881,31798272,0,2485,4.5,1,Games
1882,71026688,0,68,3,3,Entertainment
1883,36395008,2.99,261,3.5,1,Health & Fitness
1884,232590336,0,100035,4.5,1,Games
1885,118618112,1.99,24530,4.5,1,Photo & Video
1886,170172416,4.99,662,4,3,Games
1887,270895104,4.99,308,5,3,Games
1888,30252032,0,172,2,1,News
1889,17430528,0,900,4.5,1,Games
1890,52387840,0,2199,4.5,1,Games
1891,123047936,0,112603,4.5,1,Weather
1892,37103616,1.99,1490,4.5,3,Games
1893,50511872,1.99,24,3.5,4,Utilities
1894,42598400,3.99,349,4.5,1,Education
1895,5627904,4.99,3,2,1,Education
1896,153100288,2.99,3473,4,3,Games
1897,99851264,0,70,2.5,1,Sports
1898,112562176,0,11900,4,1,Games
1899,717484032,2.99,408,4,3,Games
1900,95661056,0,48032,4.5,1,Games
1901,52653056,0,1214,3.5,1,Games
1902,27680768,0,612,2.5,1,Music
1903,9931776,0,6,5,1,Games
1904,288161792,0.99,263,3.5,1,Games
1905,131477504,0,122868,4.5,1,Games
1906,1654582272,4.99,6764,4,4,Games
1907,2272493568,9.99,373,4,3,Games
1908,384600064,6.99,516,4.5,1,Games
1909,18964480,1.99,2152,5,1,Reference
1910,87994368,2.99,14407,5,1,Games
1911,36301824,0,323,2.5,1,Games
1912,30717952,0.99,1338,4,1,Photo & Video
1913,408755200,0,3278,2.5,1,Games
1914,2213945344,2.99,425,4.5,1,Games
1915,128416768,0,804,5,4,Health & Fitness
1916,74799104,0,416,4,3,Games
1917,129157120,0,417,4.5,1,Education
1918,206322688,3.99,953,4.5,1,Entertainment
1919,113509376,0,134080,5,3,Games
1920,346927104,2.99,452,4.5,2,Games
1921,83949568,0,20383,5,1,Education
1922,110701568,0,6407,4.5,1,Health & Fitness
1923,110566400,1.99,304,4,1,Health & Fitness
1924,102875136,0,0,0,1,Finance
1925,119598080,2.99,1690,4.5,2,Health & Fitness
1926,130174976,1.99,252,4.5,1,Games
1927,34791424,0,19,4.5,3,Shopping
1928,175876096,0,80801,4.5,1,Games
1929,470513664,3.99,0,0,1,Education
1930,181628928,0,22302,3.5,1,Games
1931,17518592,3.99,0,0,3,Games
1932,695918592,0.99,1522,4,2,Games
1933,842893312,0,151559,4.5,3,Games
1934,1744486400,0,301182,4.5,3,Games
1935,34959360,0,762,3.5,1,Reference
1936,82531328,0,14402,4.5,1,Social Networking
1937,126036992,4.99,98036,4.5,2,Games
1938,130421760,2.99,261,5,1,Games
1939,52312064,4.99,537,4.5,1,Photo & Video
1940,168208384,2.99,1617,4.5,1,Education
1941,321802240,3.99,1286,3.5,1,Entertainment
1942,16596992,0.99,9,4,4,Entertainment
1943,28557312,0.99,144,4.5,1,Games
1944,198511616,0,11505,4.5,1,Productivity
1945,40071168,0,15053,4.5,3,Music
1946,112109568,0,94,3,4,Entertainment
1947,499580928,0,75793,4,1,Games
1948,86220800,0,40227,4.5,3,Games
1949,54294528,2.99,64,3.5,1,Education
1950,94750720,0,36404,4,1,Social Networking
1951,118291456,0,10,2.5,1,Games
1952,63271936,0,412,3,1,Health & Fitness
1953,41422848,9.99,135,5,1,Music
1954,128413696,0.99,220,4.5,1,Music
1955,133537792,5.99,5,4,1,Education
1956,25072640,4.99,263,4.5,1,Navigation
1957,186402816,2.99,14,4.5,1,Book
1958,927440896,2.99,168,4,1,Games
1959,104749056,0,6482,4.5,1,Productivity
1960,112141312,0,6970,4.5,1,Games
1961,126050304,0,53415,4.5,4,Games
1962,112843776,4.99,9731,5,1,Photo & Video
1963,9694208,0.99,165,4.5,1,Finance
1964,144809984,3.99,597,4.5,3,Games
1965,226834432,0,33724,4.5,1,Games
1966,138738688,0,21601,4,1,Games
1967,85273600,0,5233,4,3,News
1968,191706112,6.99,608,4.5,4,Games
1969,555233280,4.99,852,3.5,2,Games
1970,24403968,0.99,2,3.5,1,Education
1971,94908416,0,111,2.5,1,Lifestyle
1972,18268160,1.99,306,4,1,Photo & Video
1973,85420032,0,7427,4.5,1,Lifestyle
1974,103740416,0,741,4.5,1,Games
1975,563081216,6.99,1772,4.5,2,Games
1976,106000384,0,542,3.5,4,Social Networking
1977,38466560,0,60601,4.5,4,Games
1978,11747328,4.99,818,4.5,1,Photo & Video
1979,915262464,5.99,438,4.5,1,Book
1980,138967040,2.99,218,4,1,Education
1981,23582720,1.99,330,3,3,Weather
1982,59233280,2.99,581,4,1,Weather
1983,77472768,5.99,1034,3.5,1,Finance
1984,449130496,0,4475,4,1,Games
1985,110870528,0.99,945,5,4,Games
1986,142803968,0,6808,4.5,1,Health & Fitness
1987,183631872,0,325,3.5,1,Entertainment
1988,78813184,9.99,521,4,1,Travel
1989,125425664,2.99,181,4,1,Photo & Video
1990,335650816,0,6055,4.5,1,Games
1991,41937920,2.99,169,4.5,3,Games
1992,11819008,0,11976,4.5,1,Social Networking
1993,21944320,0,128,5,1,Travel
1994,265484288,0,393469,4.5,1,Games
1995,395522048,0.99,2470,4,1,Games
1996,53260288,0,5030,4,1,Games
1997,87713792,2.99,5102,4.5,1,Education
1998,30641152,2.99,47,4,1,Games
1999,67786752,0,23160,4.5,1,Games
2000,94605312,2.99,1875,4.5,1,Health & Fitness
2001,146871296,0,146,2.5,1,Sports
2002,222722048,0,2177,4.5,2,Photo & Video
2003,143166464,0,0,0,4,Lifestyle
2004,51133440,3.99,1189,4.5,1,Health & Fitness
2005,170844160,0,111579,4.5,2,Games
2006,44654592,0,18072,4.5,1,Games
2007,19279872,1.99,155,4,1,Productivity
2008,103856128,0,1722,4.5,1,Health & Fitness
2009,62558208,2.99,2122,5,3,Games
2010,1790959616,6.99,9097,4,4,Games
2011,1015242752,3.99,5513,4.5,4,Games
2012,43640832,19.99,559,4,1,Productivity
2013,51890176,2.99,184,4,4,Productivity
2014,60375040,0.99,726,4.5,2,Games
2015,1271361536,0,45270,4.5,4,Games
2016,49221632,2.99,348,3.5,3,Games
2017,170045440,2.99,226,4,1,Games
2018,135050240,4.99,15030,4.5,3,Games
2019,182361088,0,155903,4.5,3,Games
2020,103040000,0,13436,4.5,3,Health & Fitness
2021,76668928,0.99,303,4.5,1,Health & Fitness
2022,190652416,6.99,78,5,2,Games
2023,255747072,0,123859,4.5,1,Games
2024,55465984,2.99,108,4.5,1,Games
2025,40534016,0,9,4.5,3,Games
2026,146302976,2.99,5078,4.5,1,Games
2027,110575616,0,142,2.5,1,Sports
2028,64293888,0,218024,4.5,1,Games
2029,313371648,2.99,452,4,1,Entertainment
2030,61737984,0,0,0,4,News
2031,56049664,1.99,289,4.5,1,Games
2032,253294592,0,29090,4.5,3,Games
2033,189254656,2.99,386,4.5,1,Photo & Video
2034,935366656,0,41277,4.5,2,Games
2035,79953920,2.99,477,4.5,1,Education
2036,49570816,0,14682,3.5,1,Shopping
2037,15432704,0.99,294,3.5,3,Productivity
2038,42519552,9.99,0,0,1,Education
2039,33111040,0,77,3.5,4,News
2040,69730304,2.99,195,3.5,3,Games
2041,200338432,0,1458,4.5,1,Entertainment
2042,802537472,0.99,3525,4.5,2,Games
2043,74008576,0,22,5,1,Travel
2044,45628416,0,7,4,1,Education
2045,51005440,1.99,9035,4.5,1,Entertainment
2046,59541504,1.99,3311,4.5,1,Games
2047,72475648,0.99,26,3.5,3,Games
2048,59232256,0,1525,4.5,1,Utilities
2049,25284608,2.99,1436,4.5,1,Games
2050,78278656,3.99,1622,4.5,2,Games
2051,341276672,0.99,702,4,3,Games
2052,25169920,0,897,3.5,3,Games
2053,25640960,0,689,2.5,1,Photo & Video
2054,45851648,0,248,4,1,Education
2055,181924864,0,39217,4.5,1,Games
2056,1497927680,4.99,2054,4.5,2,Games
2057,78533632,0,5684,4,1,Lifestyle
2058,91312128,0.99,5305,4.5,2,Games
2059,24664064,2.99,362,4.5,1,Health & Fitness
2060,185886720,0,0,0,1,Travel
2061,113300480,0,4861,4.5,1,Shopping
2062,99328000,2.99,1033,4.5,1,Utilities
2063,889060352,4.99,3376,4.5,3,Games
2064,187350016,0,1274,4.5,1,Photo & Video
2065,460077056,1.99,36809,5,2,Games
2066,51470336,1.99,1702,4,1,Utilities
2067,220386304,0,107916,4,2,Games
2068,177529856,1.99,2971,4.5,1,Photo & Video
2069,165612544,0,15399,4.5,1,Games
2070,14665728,5.99,3610,4.5,1,Photo & Video
2071,29184000,0,1,4,1,Food & Drink
2072,128899072,0,41,4.5,1,Shopping
2073,181036032,2.99,9,4.5,1,Entertainment
2074,298639360,2.99,273,3.5,1,Book
2075,119949312,4.99,4511,4.5,1,Music
2076,76720128,1.99,3431,4.5,1,Music
2077,87296000,0,488,3.5,3,Games
2078,22989824,4.99,150,3,1,Utilities
2079,105250816,4.99,238,4.5,3,Games
2080,31154176,6.99,530,4,4,Photo & Video
2081,17336320,0.99,259,4.5,1,Social Networking
2082,25294848,0.99,299,5,1,Games
2083,1182578688,0,23779,4.5,2,Games
2084,198499328,4.99,1761,4.5,1,Productivity
2085,225522688,0,0,0,3,Reference
2086,3671040,2.99,409,4,2,Games
2087,153955328,0,241929,4.5,2,Games
2088,33232896,0,0,0,4,Lifestyle
2089,97841152,2.99,1501,5,3,Food & Drink
2090,250150912,0,53285,4.5,4,Games
2091,1978368,0,0,0,2,Entertainment
2092,35266560,1.99,6696,4,1,Lifestyle
2093,167804928,0,9930,4,3,Games
2094,363242496,0.99,317,4.5,1,Games
2095,896147456,2.99,0,0,1,Games
2096,12126208,4.99,1476,4.5,1,Utilities
2097,88988672,0,668,3,1,Education
2098,16912384,0.99,5,4.5,1,Photo & Video
2099,34455552,0,0,0,3,Entertainment
2100,1995877376,20.99,0,0,1,Navigation
2101,906462208,0,64586,4.5,3,Games
2102,172608512,14.99,896,4,1,Business
2103,46197760,0,5222,4,1,Entertainment
2104,33662976,0,58,3,1,Photo & Video
2105,93094912,1.99,10239,4.5,1,Games
2106,95670272,2.99,352,4.5,1,Education
2107,16485376,2.99,613,4,1,Photo & Video
2108,227790848,0,2641,3.5,3,Sports
2109,240198656,0,81648,4.5,1,Games
2110,102137856,2.99,4137,4.5,1,Health & Fitness
2111,15210496,0,599,4.5,1,Photo & Video
2112,112906240,0.99,6,4,1,Education
2113,851309568,3.99,2036,4.5,3,Games
2114,79237120,0.99,2817,4.5,3,Games
2115,199843840,0.99,598,4.5,2,Games
2116,958016512,0,5526,4.5,3,Games
2117,143726592,0,9303,3.5,3,Entertainment
2118,910774272,0,27738,4.5,2,Games
2119,141105152,1.99,12376,4.5,1,Games
2120,73767936,1.99,511,4,1,Games
2121,56918016,4.99,217,4,1,Games
2122,669071360,3.99,1922,4,1,Education
2123,193986560,2.99,1582,4.5,1,Entertainment
2124,101036032,0,0,0,1,Lifestyle
2125,42368000,0,4640,4.5,2,Utilities
2126,124966912,0,110062,4.5,1,Games
2127,132628480,0,4283,4.5,1,Health & Fitness
2128,467697664,0,27122,4.5,3,Games
2129,62374912,0,145,4.5,1,Games
2130,71896064,0,7573,4,1,Social Networking
2131,1117057024,0,9109,4,1,Games
2132,59791360,0,78,4,4,Utilities
2133,285338624,4.99,501,4.5,1,Health & Fitness
2134,38898688,0,778,3,1,Photo & Video
2135,104550400,0,8516,4.5,3,Games
2136,3646993408,1.99,7078,4.5,3,Games
2137,164665344,2.99,725,4.5,3,Games
2138,53941248,2.99,20200,4.5,1,Photo & Video
2139,72655872,5.99,1718,4.5,1,Photo & Video
2140,66921472,2.99,529,4.5,1,Games
2141,265646080,0,58,3.5,1,Education
2142,259412992,0,205,3.5,3,Games
2143,54693888,0,220,4.5,1,Photo & Video
2144,97187840,2.99,1238,4,1,Education
2145,262037504,0,816,4.5,1,Games
2146,536041472,0,314,3.5,1,Education
2147,440152064,0,202,4,1,Entertainment
2148,88594432,0,18,4,1,Shopping
2149,18952192,0.99,172,4,1,Education
2150,98864128,0,60488,4.5,1,Games
2151,101650432,2.99,9021,4.5,1,Photo & Video
2152,30543872,1.99,1072,4.5,1,Games
2153,19179520,1.99,1477,4,1,Utilities
2154,86040576,0,1625,3,1,Food & Drink
2155,82697216,0,10118,3.5,3,Music
2156,272471040,0,50593,4.5,1,Games
2157,312680448,0,47963,4,2,Games
2158,775233536,0,23895,4.5,3,Games
2159,613933056,2.99,684,4.5,3,Games
2160,118697984,0,3546,3,1,Education
2161,141714432,0.99,173,4.5,1,Finance
2162,92510208,0,21858,4.5,1,Finance
2163,117793792,0,1636,4.5,1,Music
2164,211343360,0,28654,4.5,1,Photo & Video
2165,79643648,0,118,4.5,3,Entertainment
2166,96517120,4.99,1525,4.5,1,Photo & Video
2167,92291072,1.99,205,3.5,1,Games
2168,224596992,0,65831,4.5,1,Games
2169,82700288,2.99,2347,4.5,1,Games
2170,84885504,3.99,91,4.5,3,Medical
2171,179770368,0,3858,4.5,3,Games
2172,71966720,2.99,209,4.5,1,Games
2173,144713728,0,99206,4.5,3,Games
2174,76848128,6.99,11768,4.5,1,Productivity
2175,109421568,0,11250,4.5,3,Games
2176,103056384,0,1609,3,3,Social Networking
2177,66485248,0.99,364,4.5,1,Health & Fitness
2178,69076992,0,370370,5,1,Games
2179,12734464,0,1452,4.5,1,Utilities
2180,71624704,0.99,296,4,1,Games
2181,151481344,4.99,602,4.5,1,Games
2182,174737408,59.99,29,4.5,1,Education
2183,14417920,3.99,63,4.5,1,Music
2184,2219819008,1.99,15855,5,1,Games
2185,515005440,0,1005,4.5,3,Games
2186,72974336,2.99,1259,4.5,1,Games
2187,263766016,0,41214,4.5,1,Games
2188,101669888,1.99,1245,5,1,Health & Fitness
2189,15577088,0.99,91,4.5,1,Games
2190,247033856,0,2963,4.5,3,Games
2191,269298688,0,1929,5,1,Games
2192,134952960,0,12755,4.5,1,Productivity
2193,146573312,0,25152,4.5,2,Games
2194,105143296,0,55783,4.5,1,Games
2195,94261248,0,1019,3.5,1,Education
2196,51465216,0,1862,3.5,1,Games
2197,428865536,7.99,4336,4.5,2,Games
2198,54193152,0,3687,4,3,Music
2199,142579712,3.99,148,4,1,Games
2200,110595072,0,391401,4.5,1,Games
2201,73193472,0,31,4.5,3,Book
2202,103233536,0,274,2,1,Social Networking
2203,144820224,0,20251,4.5,4,Sports
2204,99644416,0,13898,3,3,Sports
2205,138510336,0,15617,4.5,2,Games
2206,90040320,0,23775,4.5,1,Finance
2207,269532160,0,6013,4,2,Games
2208,140150784,4.99,257,4.5,1,Education
2209,366681088,15.99,88,3.5,1,Education
2210,106808320,0,107797,4.5,1,Games
2211,357237760,0,154,3.5,2,Games
2212,58384384,2.99,2535,4.5,1,Games
2213,30316544,0,2227,4.5,1,Lifestyle
2214,77581312,0,5,3.5,1,Education
2215,60180480,0,5424,4.5,1,Entertainment
2216,77565952,0,83,3,1,Utilities
2217,144881664,0,4361,4.5,1,Games
2218,389505024,0,151,4.5,2,Games
2219,45045760,4.99,5405,4.5,1,Productivity
2220,533006336,2.99,536,4,1,Education
2221,123780096,0,16968,4.5,4,Games
2222,139014144,0,72989,4.5,3,Games
2223,166014976,0,6676,4.5,1,Education
2224,54100992,1.99,1072,4.5,1,Games
2225,698171392,14.99,2998,4.5,2,Games
2226,15021056,0,1037,3,3,Social Networking
2227,23707648,0,0,0,4,Catalogs
2228,100554752,0,25947,4.5,1,Food & Drink
2229,168042496,4.99,2816,4.5,1,Games
2230,17347584,0,0,0,1,Health & Fitness
2231,451338240,1.99,1889,4.5,3,Games
2232,1943845888,6.99,199,4,3,Games
2233,51849216,0.99,3282,4.5,1,Games
2234,54808576,0.99,12099,5,4,Games
2235,73945088,0,62,4.5,3,Book
2236,189901824,4.99,0,0,1,Games
2237,936401920,0,3403,4,1,Games
2238,80564224,0.99,155,4.5,2,Games
2239,103477248,0,37304,4.5,2,Games
2240,108079104,0,12617,5,1,Shopping
2241,124125184,0,5,5,1,Health & Fitness
2242,247385088,2.99,77370,4.5,1,Games
2243,102120448,0,968,5,1,Photo & Video
2244,109260800,3.99,6,3.5,1,Education
2245,85154816,0,11341,4.5,1,Games
2246,92380160,0,6677,4.5,1,Shopping
2247,98292736,0,66,4,1,Shopping
2248,37777408,0.99,12,2.5,1,Entertainment
2249,1079500800,4.99,3124,4,3,Games
2250,55493632,0,334,4.5,1,Entertainment
2251,56548352,0,0,0,1,Games
2252,15258624,0.99,1420,4.5,1,Games
2253,35204096,0,514,3.5,1,Photo & Video
2254,29911040,0,43,3.5,4,Sports
2255,148408320,0,52831,4.5,1,Games
2256,865561600,0,19340,4,2,Games
2257,106971136,2.99,681,4.5,3,Games
2258,673243136,3.99,24909,4.5,1,Games
2259,792521728,5.99,394,4.5,1,Book
2260,28033024,2.99,257,3.5,1,Education
2261,86936576,1.99,54,3.5,2,Entertainment
2262,45063168,4.99,5150,4.5,1,Photo & Video
2263,132188160,2.99,895,4,1,Entertainment
2264,38051840,0,6917,4.5,1,Games
2265,133456896,2.99,427,4,3,Games
2266,189380608,2.99,690,4.5,1,Education
2267,468258816,0,17213,4,1,Games
2268,136228864,0,14198,3,3,Entertainment
2269,1098042368,4.99,8673,4.5,2,Games
2270,14128128,0,1654,2,4,Entertainment
2271,88574976,0,6,2.5,4,Social Networking
2272,16902144,1.99,21,2.5,1,Education
2273,113558528,0,20,5,4,Entertainment
2274,80192512,0,0,0,1,Education
2275,320721920,1.99,3542,4.5,1,Games
2276,117460992,3.99,72,3,1,Education
2277,344064000,0.99,507,4.5,4,Games
2278,122609664,0,4327,4,1,Games
2279,111777792,0,72187,4.5,3,Entertainment
2280,16873472,2.99,61,4,1,Games
2281,26759168,0.99,29540,4.5,3,Games
2282,7851008,2.99,52,4,2,Productivity
2283,1265238016,4.99,1784,4,2,Games
2284,72879104,0,225,4.5,1,Food & Drink
2285,109808640,0,787,2,3,Entertainment
2286,133218304,0,3615,4,1,Games
2287,136221696,0,10618,4.5,1,Photo & Video
2288,315658240,0.99,3699,4.5,1,Games
2289,14309376,0,0,0,1,Entertainment
2290,2455552,4.99,196,3.5,1,Education
2291,168226816,1.99,439,4.5,2,Games
2292,173861888,2.99,536,4.5,1,Education
2293,312545280,2.99,691,4.5,1,Education
2294,64273408,0,768,4.5,1,Shopping
2295,36186112,4.99,149,4,4,Business
2296,3905536,1.99,2,5,1,Productivity
2297,118883328,2.99,20144,4.5,1,Games
2298,123600896,9.99,15248,4.5,1,Productivity
2299,33825792,2.99,9,4,1,Weather
2300,1219313664,14.99,2170,4.5,3,Games
2301,189939712,4.99,160,4.5,1,Games
2302,14244864,6.99,311,4.5,1,Education
2303,389066752,4.99,169,3.5,1,Education
2304,64877568,0,1195,3,3,Entertainment
2305,109877248,0,6,4,4,Photo & Video
2306,180259840,0,2892,4.5,1,Games
2307,179275776,2.99,1689,4,1,Entertainment
2308,80015360,0,16925,4.5,1,Entertainment
2309,81352704,1.99,6424,4.5,1,Lifestyle
2310,57539584,4.99,28497,4.5,1,Weather
2311,101524480,0,35702,4.5,1,Weather
2312,152071168,0,4162,4.5,1,Utilities
2313,147377152,2.99,2167,4,1,Utilities
2314,59085824,1.99,425,4,1,Music
2315,68042752,2.99,6645,4.5,1,Utilities
2316,89096192,0,47803,4.5,1,Utilities
2317,120000512,0,4959,4,1,Utilities
2318,74212352,3.99,1635,4,1,Utilities
2319,63457280,14.99,6288,4.5,1,Productivity
2320,82765824,3.99,28032,4.5,1,Weather
2321,108172288,0,45696,4.5,1,Weather
2322,4603904,4.99,50,3,1,Music
2323,43293696,0,0,0,1,Food & Drink
2324,6580224,1.99,128,4,1,Photo & Video
2325,475598848,0.99,6,5,1,Education
2326,4246528,1.99,51,2,1,Utilities
2327,1294111744,1.99,187,4.5,3,Games
2328,52457472,4.99,121,5,1,Education
2329,160192512,1.99,834,4.5,1,Games
2330,3002368,1.99,42,4.5,1,Utilities
2331,35201024,2.99,481,4.5,3,Games
2332,155365376,0,11785,4.5,1,Games
2333,205014016,0,11933,4.5,1,Games
2334,1406185472,14.99,0,0,4,Games
2335,815697920,0.99,0,0,3,Games
2336,108665856,1.99,423,3.5,1,Games
2337,106452992,0,93,4,1,Productivity
2338,2060416000,6.99,32533,4,4,Games
2339,55678976,3.99,1827,4.5,1,Photo & Video
2340,116260864,2.99,258,4.5,1,Health & Fitness
2341,47905792,4.99,276,4,4,Games
2342,307089408,3.99,22,3.5,2,Games
2343,742855680,4.99,69,3.5,1,Games
2344,77705216,0,439,4.5,3,Sports
2345,81021952,0,15900,3.5,3,Entertainment
2346,71529472,0,9496,3,3,Entertainment
2347,581533696,0,84680,4.5,1,Games
2348,131917824,0,63291,4.5,3,Games
2349,908151808,4.99,155,4.5,2,Games
2350,72461312,0.99,197,4.5,4,Travel
2351,962560,0.99,195,4.5,4,Lifestyle
2352,131635200,0,4293,4.5,1,Photo & Video
2353,96199680,0,4350,4.5,1,Entertainment
2354,42125312,0,201,4.5,4,Book
2355,185019392,0,10358,4,3,Games
2356,186089472,4.99,0,0,1,Games
2357,64851968,0.99,10,1.5,3,Lifestyle
2358,174499840,0,60271,4.5,1,Games
2359,32567296,0,1551,4.5,1,Games
2360,80462848,1.99,32,4.5,1,Games
2361,248688640,0.99,139,3.5,2,Games
2362,618496,0.99,21,2.5,1,Photo & Video
2363,766447616,4.99,400,4,1,Games
2364,2683904,0.99,244,3.5,1,News
2365,61550592,0.99,1,5,2,Games
2366,80793600,0,66,4,1,Photo & Video
2367,60870656,0.99,59,4,1,Games
2368,40896512,0,493,4.5,1,Travel
2369,395563008,0,13842,4.5,2,Games
2370,28087296,3.99,541,4,1,Productivity
2371,108818432,0,0,0,3,Games
2372,314895360,3.99,6136,4.5,1,Games
2373,169657344,0,20980,4.5,2,Games
2374,714420224,1.99,2394,4.5,2,Games
2375,174596096,0,6077,5,1,Education
2376,64333824,4.99,4756,4.5,1,Productivity
2377,32152576,1.99,245,4,1,Productivity
2378,80793600,3.99,0,0,1,Photo & Video
2379,221608960,0,4162,4.5,1,Games
2380,29140992,0,92,4.5,1,Travel
2381,195221504,7.99,7004,4.5,1,Productivity
2382,563912704,0.99,178,3,1,Games
2383,93796352,2.99,18494,4.5,1,Games
2384,1452716032,6.99,8843,4,3,Games
2385,11927552,0.99,2,1,1,Games
2386,22478848,0.99,217,4,1,Photo & Video
2387,69170176,1.99,64,4,2,Photo & Video
2388,187962368,0,407,4.5,1,Health & Fitness
2389,149073920,3.99,1016,4,3,Games
2390,839073792,4.99,4459,3,1,Games
2391,606646272,1.99,503,4.5,3,Games
2392,37053440,0,0,0,4,Education
2393,242486272,0,4861,5,1,Health & Fitness
2394,22713344,0,0,0,1,Education
2395,96088064,0,19355,4.5,3,Games
2396,90218496,0,54282,4.5,1,Photo & Video
2397,49271808,0,1849,4,1,Lifestyle
2398,92385280,1.99,987,4.5,1,Games
2399,43587584,0,0,0,4,Lifestyle
2400,162003968,3.99,849,4.5,1,Games
2401,64179200,0,12,4.5,4,Finance
2402,541367296,3.99,1218,4,1,Games
2403,23057408,0,0,0,1,Education
2404,56655872,0,1193,4.5,4,Social Networking
2405,793368576,0,13097,4.5,4,Games
2406,918957056,39.99,1297,4.5,1,Music
2407,1676402688,1.99,2917,4.5,3,Games
2408,482223104,0,149138,4.5,1,Games
2409,1256266752,3.99,13245,3.5,2,Games
2410,136075264,0,40,4,1,Games
2411,72567808,0,58640,5,1,Games
2412,23069696,1.99,0,0,1,Weather
2413,79377408,0,1534,4,1,Utilities
2414,66388992,2.99,22,4.5,4,Social Networking
2415,26721280,0,0,0,4,News
2416,91238400,0,14,4.5,1,Games
2417,909312,0,1,5,1,Productivity
2418,237275136,0,22877,4.5,1,Games
2419,116933632,0,24999,4.5,1,Games
2420,52536320,0.99,14,3.5,1,Productivity
2421,209878016,3.99,834,4.5,1,Education
2422,59750400,0,8899,4.5,3,Games
2423,1122046976,2.99,746,4,1,Games
2424,259990528,3.99,703,4,1,Games
2425,7758848,2.99,7,3.5,1,Music
2426,449393664,4.99,39,4,1,Games
2427,157179904,2.99,3821,4.5,1,Education
2428,85696512,0,5,1.5,4,Lifestyle
2429,81796096,1.99,0,0,1,Education
2430,100601856,0,13,1.5,3,Finance
2431,77518848,4.99,813,3.5,2,Productivity
2432,771670016,0,529,4.5,1,Education
2433,83139584,1.99,0,0,1,Education
2434,2441216,0,0,0,1,Utilities
2435,32726016,0,4903,4.5,2,Education
2436,195613696,0,21407,3.5,1,Games
2437,270014464,2.99,449,4,2,Games
2438,54003712,2.99,745,4,1,Social Networking
2439,110953472,0,33921,4.5,1,Photo & Video
2440,164665344,3.99,1895,4.5,1,Games
2441,7122944,0.99,26,4.5,4,Navigation
2442,39294976,0.99,8,5,4,Book
2443,22793216,1.99,0,0,1,Utilities
2444,147554304,0.99,142,4,1,Games
2445,134531072,0,101,4.5,1,Education
2446,27975680,7.99,147,5,3,Games
2447,146830336,0,2005,4,1,Photo & Video
2448,183009280,0,160668,4.5,1,Games
2449,60432384,19.99,4344,4.5,1,Reference
2450,78640128,0,12062,4.5,1,Productivity
2451,34798592,0.99,18,4,4,Productivity
2452,32138240,0,0,0,1,Lifestyle
2453,5218304,1.99,84,3,1,Entertainment
2454,25448448,0,1576,4.5,2,Games
2455,196248576,0,30704,5,1,Games
2456,168828928,0,771,4.5,1,Education
2457,600535040,0,97122,4.5,3,Games
2458,254793728,0,20322,4.5,1,Education
2459,83722240,0,520,3.5,1,Games
2460,94363648,3.99,25,5,3,Games
2461,330686464,2.99,365,4,1,Education
2462,117937152,4.99,1721,4.5,2,Games
2463,11540480,0,470,1.5,1,Sports
2464,1169608704,2.99,0,0,1,Games
2465,40855552,0.99,99,4.5,1,Education
2466,98627584,2.99,444,4,1,Games
2467,240103424,6.99,572,4.5,2,Games
2468,522395648,3.99,62,3.5,1,Food & Drink
2469,104359936,1.99,262,4.5,1,Games
2470,955272192,3.99,200,4,2,Games
2471,154361856,0,9699,4,3,Games
2472,514434048,4.99,4820,4,3,Games
2473,167555072,0,81311,4.5,1,Games
2474,8671232,2.99,1718,4.5,2,Education
2475,72339456,0,8,4.5,1,Games
2476,102495232,2.99,1376,4,1,Utilities
2477,33681408,0,228,4.5,1,Games
2478,123222016,0,5492,4.5,1,Games
2479,2162688,0.99,43,4.5,1,Utilities
2480,4448256,0,491,1.5,1,Education
2481,41732096,0,117,4,1,Games
2482,40141824,6.99,615,4.5,4,Photo & Video
2483,5693440,2.99,428,1.5,3,Medical
2484,25631744,0,0,0,3,Navigation
2485,11301888,0,285,4,3,Utilities
2486,55710720,1.99,112,4,1,Education
2487,134600704,0.99,15,4.5,2,Games
